Invoice_ID,Client_ID,Invoice_Date,Filing_Date,Amount,VAT_Rate,VAT_Amount,Category,Region,Filing_Status,Compliance_Flag,Risk_Score,Annual_Turnover,Amount_to_Turnover_Ratio,VAT_to_Amount_Ratio,Refund_Eligible,Refund_Amount,Is_Anomaly,Data_Source
INV-2025-06148,CLI-7734,2024-10-09,2024-11-06,47992.96,18%,8638.73,Retail,South,On Time,Compliant,35,45127545.24,0.001063,0.18,Yes,7391.56,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06162,CLI-2953,2024-10-09,2024-10-26,121803.11,18%,21924.56,FMCG,West,On Time,Non-Compliant,50,9735988.97,0.012511,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02885,CLI-2077,2024-10-09,2024-10-30,138266.19,5%,6913.31,Pharmaceuticals,South,Late,Non-Compliant,81,45454461.86,0.003042,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05700,CLI-1057,2024-10-09,2024-11-14,181196.94,5%,9059.85,FMCG,West,On Time,Compliant,17,107972054.73,0.001678,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02672,CLI-6665,2024-10-09,2024-10-18,121546.16,12%,14585.54,Retail,North,On Time,Compliant,36,107524065.69,0.00113,0.12,Yes,10361.15,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02321,CLI-8906,2024-10-09,2024-11-14,54265.49,18%,9767.79,FMCG,North,On Time,Non-Compliant,66,18486629.38,0.002935,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03568,CLI-8667,2024-10-09,2024-11-17,57699.59,28%,16155.89,IT Services,North,On Time,Under Review,54,27825072.07,0.002074,0.28,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03641,CLI-7763,2024-10-09,2024-10-11,132622.56,5%,6631.13,Healthcare,North,On Time,Compliant,30,57070396.42,0.002324,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04481,CLI-5426,2024-10-09,2024-11-05,95722.06,12%,11486.65,Others,North,On Time,Compliant,36,37425006.02,0.002558,0.12,Yes,9458.15,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05002,CLI-5499,2024-10-09,2024-10-22,36455.19,18%,6561.93,Hospitality,East,On Time,Compliant,21,25929906.92,0.001406,0.18,Yes,5281.31,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03502,CLI-7175,2024-10-09,2024-10-25,188589.13,12%,22630.7,FMCG,West,Late,Compliant,35,15038156.28,0.012541,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05299,CLI-2979,2024-10-09,2024-10-17,154273.35,5%,7713.67,Pharmaceuticals,East,Late,Non-Compliant,78,76810915.33,0.002008,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02504,CLI-7009,2024-10-09,2024-11-22,24598.54,5%,1229.93,Healthcare,South,On Time,Compliant,16,11851182.47,0.002076,0.05,Yes,1100.92,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02707,CLI-7676,2024-10-09,2024-11-21,91441.91,18%,16459.54,FMCG,East,On Time,Non-Compliant,70,82234238.24,0.001112,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04912,CLI-4747,2024-10-09,2024-11-04,110100.8,5%,5505.04,Education,North,On Time,Compliant,22,67401864.23,0.001633,0.05,Yes,3478.98,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05011,CLI-6207,2024-10-09,2024-10-11,23124.72,12%,2774.97,FMCG,West,On Time,Compliant,24,13750457.17,0.001682,0.12,Yes,1963.57,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24967,CLI-7358,2024-10-09,2024-11-10,94666.84,12%,11360.02,Healthcare,North,On Time,Compliant,16,59225661.51,0.001598,0.12,Yes,7988.2,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05620,CLI-8332,2024-10-09,2024-11-12,79215.5,5%,3960.78,Hospitality,West,On Time,Compliant,43,53262573.1,0.001487,0.05,Yes,3042.49,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04127,CLI-7747,2024-10-09,2024-11-05,100854.71,18%,18153.85,Retail,South,Late,Non-Compliant,86,97732888.25,0.001032,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02932,CLI-3383,2024-10-09,2024-10-16,152914.36,12%,18349.72,Pharmaceuticals,West,On Time,Compliant,29,132878416.2,0.001151,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03819,CLI-1206,2024-10-09,2024-10-29,244469.43,12%,29336.33,IT Services,North,On Time,Compliant,15,17006969.75,0.014375,0.12,Yes,25454.49,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03916,CLI-3525,2024-10-09,2024-10-22,33006.3,5%,1650.32,FMCG,North,On Time,Compliant,42,28358673.7,0.001164,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04029,CLI-6624,2024-10-09,2024-10-14,148341.35,5%,7417.07,Pharmaceuticals,East,On Time,Compliant,38,144387560.89,0.001027,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24013,CLI-7033,2024-10-09,2024-11-04,54043.49,18%,9727.83,FMCG,North,On Time,Non-Compliant,61,2334654.6,0.023148,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24303,CLI-6780,2024-10-10,2024-10-14,57055.36,5%,2852.77,Manufacturing,South,Late,Under Review,73,13067176.54,0.004366,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-18434,CLI-3843,2024-10-10,2024-11-13,54781.18,12%,6573.74,Education,East,On Time,Non-Compliant,56,26972954.88,0.002031,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-22742,CLI-4932,2024-10-10,2024-10-25,69325.13,28%,19411.04,Hospitality,North,On Time,Compliant,27,19928477.23,0.003479,0.28,Yes,17391.33,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-17384,CLI-2595,2024-10-10,2024-11-07,117990.66,5%,5899.53,Pharmaceuticals,West,On Time,Compliant,36,110673405.36,0.001066,0.05,Yes,3944.01,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08776,CLI-6025,2024-10-10,2024-11-09,165409.2,12%,19849.1,Retail,North,Late,Compliant,51,29869210.55,0.005538,0.12,Yes,13026.92,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23229,CLI-5085,2024-10-10,2024-10-14,72583.89,18%,13065.1,Retail,South,On Time,Compliant,33,18900448.65,0.00384,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05261,CLI-2302,2024-10-10,2024-11-03,95763.03,12%,11491.56,Pharmaceuticals,West,On Time,Compliant,18,50047059.75,0.001913,0.12,Yes,7823.53,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08980,CLI-2741,2024-10-10,2024-11-04,100548.33,12%,12065.8,Retail,West,On Time,Non-Compliant,69,40154088.54,0.002504,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09126,CLI-3293,2024-10-10,2024-10-22,219283.81,5%,10964.19,Pharmaceuticals,North,On Time,Compliant,45,151907288.54,0.001444,0.05,Yes,8346.76,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03020,CLI-2193,2024-10-10,2024-11-09,123369.86,12%,14804.38,Healthcare,South,On Time,Compliant,43,94480510.22,0.001306,0.12,Yes,13033.14,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09324,CLI-9778,2024-10-10,2024-11-24,355637.82,12%,42676.54,Pharmaceuticals,South,On Time,Compliant,25,152238298.54,0.002336,0.12,Yes,32531.48,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03033,CLI-9465,2024-10-10,2024-10-22,350917.73,5%,17545.89,Manufacturing,South,On Time,Compliant,30,27105779.99,0.012946,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09361,CLI-3097,2024-10-10,2024-10-24,87163.19,18%,15689.37,IT Services,South,On Time,Under Review,56,8767574.65,0.009942,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20710,CLI-2645,2024-10-10,2024-10-22,78812.98,18%,14186.34,FMCG,West,Late,Non-Compliant,65,14838708.0,0.005311,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09381,CLI-3114,2024-10-10,2024-10-25,165238.61,12%,19828.63,Manufacturing,West,On Time,Compliant,19,10965507.62,0.015069,0.12,Yes,17715.09,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-01697,CLI-1705,2024-10-10,2024-10-18,99148.8,18%,17846.78,IT Services,South,On Time,Compliant,42,92746578.45,0.001069,0.18,Yes,15437.39,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24307,CLI-7959,2024-10-10,2024-10-12,82002.56,5%,4100.13,FMCG,West,On Time,Non-Compliant,44,41279252.21,0.001987,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09570,CLI-9714,2024-10-10,2024-10-21,65657.31,18%,11818.32,Retail,West,On Time,Compliant,27,45133800.82,0.001455,0.18,Yes,8765.83,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09048,CLI-3501,2024-10-10,2024-10-28,319068.25,5%,15953.41,Pharmaceuticals,South,On Time,Non-Compliant,46,216435832.11,0.001474,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09892,CLI-7900,2024-10-10,2024-11-20,180733.28,5%,9036.66,Pharmaceuticals,South,On Time,Compliant,29,83267301.03,0.002171,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03438,CLI-7188,2024-10-10,2024-10-27,110700.64,12%,13284.08,Education,South,On Time,Compliant,22,39437448.1,0.002807,0.12,Yes,10047.71,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11060,CLI-3517,2024-10-10,2024-11-15,45840.88,5%,2292.04,Education,North,On Time,Compliant,24,8852258.86,0.005178,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14370,CLI-5898,2024-10-10,2024-11-09,57264.59,12%,6871.75,Manufacturing,North,On Time,Non-Compliant,43,48011333.46,0.001193,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14748,CLI-8753,2024-10-10,2024-11-01,309329.64,18%,55679.34,IT Services,North,On Time,Compliant,41,92306440.2,0.003351,0.18,Yes,47270.14,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03927,CLI-4304,2024-10-10,2024-10-23,62751.28,5%,3137.56,Education,South,Late,Non-Compliant,87,10093285.58,0.006217,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-01186,CLI-5033,2024-10-10,2024-11-11,329240.48,12%,39508.86,IT Services,North,On Time,Compliant,33,176306663.26,0.001867,0.12,Yes,34614.66,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14133,CLI-9466,2024-10-10,2024-10-16,190652.18,12%,22878.26,Pharmaceuticals,South,On Time,Compliant,43,97583531.96,0.001954,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14024,CLI-4169,2024-10-10,2024-10-15,170617.26,12%,20474.07,IT Services,South,On Time,Compliant,33,56247415.48,0.003033,0.12,Yes,15050.1,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14823,CLI-2722,2024-10-10,2024-11-11,133098.71,5%,6654.94,Pharmaceuticals,South,On Time,Compliant,43,125835612.88,0.001058,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13755,CLI-5350,2024-10-10,2024-11-17,119766.81,12%,14372.02,FMCG,West,On Time,Compliant,45,59159310.0,0.002024,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04058,CLI-8035,2024-10-10,2024-10-23,289864.26,5%,14493.21,Manufacturing,North,Late,Compliant,53,55015479.99,0.005269,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03663,CLI-9733,2024-10-10,2024-10-28,123601.97,5%,6180.1,Manufacturing,East,On Time,Compliant,20,71647149.84,0.001725,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-01028,CLI-9261,2024-10-10,2024-10-13,115850.36,12%,13902.04,Hospitality,North,Late,Compliant,36,49748046.42,0.002329,0.12,Yes,10304.13,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16978,CLI-7036,2024-10-10,2024-11-08,123950.14,12%,14874.02,IT Services,South,Late,Non-Compliant,79,76607906.86,0.001618,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15719,CLI-7013,2024-10-10,2024-10-11,396179.76,5%,19808.99,IT Services,North,On Time,Compliant,42,64445446.58,0.006148,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03631,CLI-7515,2024-10-10,2024-10-31,56679.37,5%,2833.97,Healthcare,South,On Time,Compliant,45,31124490.64,0.001821,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04172,CLI-1540,2024-10-10,2024-10-24,75187.04,12%,9022.44,Manufacturing,West,On Time,Compliant,19,30698175.3,0.002449,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24482,CLI-3511,2024-10-10,2024-10-18,96688.47,5%,4834.42,Manufacturing,East,On Time,Compliant,35,7339583.94,0.013174,0.05,Yes,3038.65,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04322,CLI-5290,2024-10-10,2024-10-28,84771.98,18%,15258.96,FMCG,South,On Time,Non-Compliant,45,61377569.78,0.001381,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12547,CLI-9096,2024-10-10,2024-11-21,184504.65,5%,9225.23,Pharmaceuticals,North,On Time,Compliant,22,149824815.27,0.001231,0.05,Yes,8235.15,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-01418,CLI-7131,2024-10-10,2024-11-11,38028.91,12%,4563.47,Retail,North,Late,Non-Compliant,76,1238890.12,0.030696,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12173,CLI-7317,2024-10-10,2024-10-12,426277.18,5%,21313.86,Pharmaceuticals,North,On Time,Compliant,17,262811094.49,0.001622,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-22364,CLI-5920,2024-10-10,2024-10-11,33519.95,5%,1676.0,Healthcare,North,On Time,Compliant,16,13836660.85,0.002423,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16621,CLI-1490,2024-10-10,2024-10-15,60065.43,5%,3003.27,IT Services,North,On Time,Compliant,39,7408603.4,0.008108,0.05,Yes,2542.55,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11606,CLI-2013,2024-10-10,2024-11-17,196504.96,12%,23580.6,Pharmaceuticals,South,On Time,Compliant,41,108256296.74,0.001815,0.12,Yes,21074.55,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11301,CLI-1639,2024-10-10,2024-11-20,52424.16,12%,6290.9,FMCG,North,On Time,Compliant,28,11659908.68,0.004496,0.12,Yes,4978.53,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15725,CLI-8676,2024-10-10,2024-11-01,202398.46,5%,10119.92,Pharmaceuticals,North,On Time,Compliant,22,24911409.87,0.008125,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20557,CLI-8140,2024-10-10,2024-11-02,253793.61,28%,71062.21,IT Services,North,Late,Compliant,36,93107790.84,0.002726,0.28,Yes,45419.7,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14499,CLI-8808,2024-10-10,2024-11-23,150822.42,12%,18098.69,Pharmaceuticals,South,On Time,Compliant,43,144313453.07,0.001045,0.12,Yes,10928.14,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-07011,CLI-3814,2024-10-10,2024-11-06,93620.86,18%,16851.75,IT Services,East,On Time,Compliant,43,10836849.56,0.008639,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23592,CLI-1997,2024-10-10,2024-10-18,264442.35,18%,47599.62,IT Services,West,On Time,Compliant,45,160629408.91,0.001646,0.18,Yes,39440.97,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-18859,CLI-9056,2024-10-10,2024-11-08,82072.86,5%,4103.64,Healthcare,South,On Time,Non-Compliant,60,29769991.65,0.002757,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20500,CLI-1614,2024-10-10,2024-10-31,57626.46,18%,10372.76,FMCG,West,On Time,Compliant,19,23125418.77,0.002492,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23789,CLI-1740,2024-10-10,2024-10-17,60163.46,5%,3008.17,Manufacturing,West,On Time,Compliant,38,4998770.0,0.012036,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23458,CLI-9733,2024-10-10,2024-10-12,153189.75,5%,7659.49,Pharmaceuticals,East,On Time,Compliant,29,99195832.05,0.001544,0.05,Yes,5048.87,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-07064,CLI-4946,2024-10-10,2024-11-16,34092.21,18%,6136.6,Hospitality,West,On Time,Compliant,25,15282762.58,0.002231,0.18,Yes,4630.57,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-01919,CLI-8513,2024-10-10,2024-11-01,116902.03,12%,14028.24,Manufacturing,North,On Time,Compliant,21,38063733.44,0.003071,0.12,Yes,8811.9,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19342,CLI-1007,2024-10-10,2024-11-10,112234.12,5%,5611.71,IT Services,North,Late,Compliant,46,81656810.04,0.001374,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05920,CLI-4636,2024-10-10,2024-10-12,72955.81,18%,13132.05,FMCG,West,On Time,Compliant,32,41519788.48,0.001757,0.18,Yes,10070.1,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-18633,CLI-2683,2024-10-10,2024-11-10,121479.34,5%,6073.97,Pharmaceuticals,North,On Time,Compliant,17,6300130.44,0.019282,0.05,Yes,5327.6,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-18561,CLI-7916,2024-10-10,2024-10-17,186971.76,18%,33654.92,Manufacturing,East,On Time,Under Review,38,180559693.06,0.001036,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08181,CLI-5852,2024-10-10,2024-11-17,103815.53,28%,29068.35,Manufacturing,North,Late,Compliant,40,57691646.61,0.001799,0.28,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-00690,CLI-8145,2024-10-10,2024-10-28,45030.54,18%,8105.5,Hospitality,West,On Time,Compliant,40,14722756.9,0.003059,0.18,Yes,6662.27,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05382,CLI-7874,2024-10-10,2024-11-19,94531.85,5%,4726.59,FMCG,East,On Time,Compliant,16,50167177.88,0.001884,0.05,Yes,4066.45,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06190,CLI-1912,2024-10-10,2024-10-26,73420.48,12%,8810.46,IT Services,West,On Time,Compliant,41,57006827.52,0.001288,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08183,CLI-6587,2024-10-10,2024-11-09,46971.44,12%,5636.57,Education,North,Very Late,Non-Compliant,100,44639571.09,0.001052,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06496,CLI-5550,2024-10-10,2024-10-21,133236.23,5%,6661.81,Pharmaceuticals,North,On Time,Compliant,38,45011915.22,0.00296,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06007,CLI-9101,2024-10-10,2024-10-15,98596.63,5%,4929.83,Retail,East,On Time,Compliant,44,14640993.72,0.006734,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08193,CLI-5127,2024-10-10,2024-10-20,57173.36,5%,2858.67,Healthcare,South,On Time,Compliant,21,42490858.04,0.001346,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14859,CLI-1149,2024-10-11,2024-11-19,257535.38,5%,12876.77,IT Services,South,On Time,Compliant,18,57362120.32,0.00449,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12226,CLI-8883,2024-10-11,2024-11-09,56757.69,18%,10216.38,FMCG,West,On Time,Compliant,39,34370721.01,0.001651,0.18,Yes,8441.24,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05680,CLI-5958,2024-10-11,2024-10-24,196007.48,5%,9800.37,Real Estate,West,On Time,Compliant,37,64563888.37,0.003036,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23757,CLI-6197,2024-10-11,2024-10-19,282807.54,5%,14140.38,Pharmaceuticals,East,On Time,Compliant,30,140903682.63,0.002007,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-07289,CLI-7886,2024-10-11,2024-10-28,328711.22,5%,16435.56,Retail,North,On Time,Compliant,43,164689243.8,0.001996,0.05,Yes,9955.04,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03480,CLI-3370,2024-10-11,2024-10-26,50420.9,5%,2521.05,Healthcare,West,On Time,Compliant,24,23480630.03,0.002147,0.05,Yes,1553.31,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-01439,CLI-1685,2024-10-11,2024-10-18,79967.9,5%,3998.39,IT Services,South,Late,Compliant,60,53739694.91,0.001488,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16564,CLI-2217,2024-10-11,2024-11-01,43879.52,12%,5265.54,FMCG,North,On Time,Compliant,28,38242074.05,0.001147,0.12,Yes,4722.6,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24398,CLI-1813,2024-10-11,2024-11-25,66213.78,12%,7945.65,Healthcare,West,On Time,Compliant,43,21269591.64,0.003113,0.12,Yes,6315.17,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-01989,CLI-9436,2024-10-11,2024-11-20,201642.06,12%,24197.05,Manufacturing,North,On Time,Compliant,44,70650009.29,0.002854,0.12,Yes,16389.9,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16675,CLI-4717,2024-10-11,2024-11-24,358834.54,28%,100473.67,Real Estate,North,On Time,Compliant,38,261289649.95,0.001373,0.28,Yes,85956.6,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20112,CLI-6474,2024-10-11,2024-10-30,186609.47,5%,9330.47,Pharmaceuticals,East,On Time,Compliant,21,135895332.94,0.001373,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02295,CLI-3642,2024-10-11,2024-10-16,219071.87,12%,26288.62,Manufacturing,North,On Time,Compliant,45,144969785.58,0.001511,0.12,Yes,17992.84,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-07429,CLI-4765,2024-10-11,2024-10-29,125669.07,12%,15080.29,Pharmaceuticals,North,On Time,Compliant,15,82556425.39,0.001522,0.12,Yes,11953.49,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11038,CLI-4992,2024-10-11,2024-10-19,111687.76,18%,20103.8,Manufacturing,South,On Time,Compliant,44,38455424.46,0.002904,0.18,Yes,15679.46,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-00672,CLI-7950,2024-10-11,2024-10-18,176610.62,18%,31789.91,Manufacturing,West,On Time,Compliant,21,112040790.86,0.001576,0.18,Yes,26451.58,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24296,CLI-1679,2024-10-11,2024-11-22,87523.23,5%,4376.16,Healthcare,South,Late,Non-Compliant,73,73043225.77,0.001198,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24150,CLI-7799,2024-10-11,2024-11-04,80453.82,5%,4022.69,Healthcare,East,On Time,Compliant,34,33980514.91,0.002368,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16313,CLI-9205,2024-10-11,2024-11-13,261576.42,5%,13078.82,Pharmaceuticals,West,Late,Under Review,55,5529775.71,0.047303,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12362,CLI-2384,2024-10-11,2024-11-10,138662.26,12%,16639.47,Pharmaceuticals,West,On Time,Compliant,17,85470620.77,0.001622,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16262,CLI-2629,2024-10-11,2024-11-03,168445.95,12%,20213.51,Manufacturing,South,On Time,Compliant,31,124035468.63,0.001358,0.12,Yes,13966.69,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14913,CLI-2093,2024-10-11,2024-11-02,98442.71,18%,17719.69,Manufacturing,North,Very Late,Compliant,59,27633840.22,0.003562,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14991,CLI-2680,2024-10-11,2024-11-17,66784.98,5%,3339.25,Education,North,On Time,Compliant,16,52270363.04,0.001278,0.05,Yes,2077.08,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14078,CLI-8149,2024-10-11,2024-11-11,283797.98,12%,34055.76,Pharmaceuticals,West,On Time,Compliant,26,20132653.37,0.014096,0.12,Yes,23988.81,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02062,CLI-2074,2024-10-11,2024-11-08,300705.9,18%,54127.06,IT Services,East,On Time,Compliant,31,100081959.24,0.003005,0.18,Yes,35125.17,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06800,CLI-2983,2024-10-11,2024-11-19,174267.18,5%,8713.36,Retail,South,On Time,Compliant,17,14382351.4,0.012117,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21520,CLI-3732,2024-10-11,2024-11-22,269244.03,12%,32309.28,IT Services,West,On Time,Compliant,25,219191265.87,0.001228,0.12,Yes,24877.72,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20019,CLI-6091,2024-10-11,2024-11-12,147339.43,18%,26521.1,Retail,North,On Time,Compliant,24,92588571.09,0.001591,0.18,Yes,20760.43,No,Enhanced_Synthetic_with_Real_Patterns
